"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL702";"PIPERACILLIN";"PIPERACILLIN|PIPERACILLIN HYDRATE|PIPERACILLIN MONOHYDRATE|Piperacillin";"";"4.0";"Wytells Pharma Private Ltd|Wockhardt Bio Ag|Fresenius Kabi Usa Llc|Steriscience Pte Ltd|Qilu Pharmaceutical Co Ltd|Astral Steritech Pvt Ltd|Sandoz Inc|Sagent Pharmaceuticals Inc|Hospira Inc|Istituto Biochimico Italiano Spa";"'-cillin'";"1977";"penicillins";"'-cillin(-cillin)'";"1981";"J01CA12";"J01CA - Penicillins with extended spectrum";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"US-6900184-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O"
"CHEMBL507870";"TELAVANCIN";"TELAVANCIN|TELEVANCIN";"";"4.0";"Cumberland Pharmaceuticals Inc";"'-vancin'";"2004";"vancomycin-related compounds";"'-vancin(-vancin)'";"2009";"J01XA03";"J01XA - Glycopeptide antibacterials";"J01X - OTHER ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-6635618-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"1";"Prescription Only";"CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O"
"CHEMBL529";"AZITHROMYCIN";"ANHYDROUS AZITHROMYCIN|ARUZILINA|AZIROMYCIN|AZITHROCIN|AZITHROMYCIN|AZITHROMYCIN (AS DIHYDRATE)|AZITHROMYCIN ANHYDROUS|AZITHROMYCIN DIHYDRATE|AZITHROMYCIN HYDRATE|AZITHROMYCIN, UNSPECIFIED|AZITHROMYCIN, UNSPECIFIED FORM|AZIWIN|AZYTER|Azasite|CLAMELLE|CP 62993|CP-62,993|CP-62993|DURASITE|HEMOMYCIN|MACROZIT|NSC-758625|SUMAMED|Sumamed|Sunamed|TROZOCINA|XITHRONE|XZ 405|XZ 450|XZ-450|ZITHROMAC|ZMax|ZYTHROMAX|Zithromax";"CP 62993|CP-62,993|CP-62993|NSC-758625|XZ 405|XZ 450|XZ-450";"4.0";"Sunshine Lake Pharma Co Ltd|Thea Pharma Inc|Mylan Pharmaceuticals Inc|Mylan Asi Llc|Atlantide Pharmaceuticals Ag|Amneal Pharmaceuticals Llc|Bionpharma Inc|Apotex Corp|Teva Pharmaceuticals Usa Inc|Fresenius Kabi Usa Llc";"'-mycin'";"1987";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"1991";"J01FA10 | S01AA26";"J01FA - Macrolides | S01AA - Antibiotics";"J01F - MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS | S01A - ANTIINFECTIVES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS";"Antibacterial";"US-6984403-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"1";"1";"0";"Prescription Only";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL437";"SULFATHIAZOLE";"NSC-31812|NSC-683531|SULFATHIAZOLE|SULFATHIAZOLE (TRIPLE SULFA)|SULPHATHIAZOLE|Sulfathiazole|THIAZAMIDE|TRIPLE SULFA (SULFATHIAZOLE)";"NSC-31812|NSC-683531";"4.0";"Padagis Us Llc|Savage Laboratories Inc Div Altana Inc|Alpharma Us Pharmaceuticals Division|E Fougera Div Altana Inc|Ortho Mcneil Pharmaceutical Inc|Pharmaderm Div Altana Inc|Cosette Pharmaceuticals Inc";"'sulfa-'";"";"antimicrobials (sulfonamides derivatives)";"'sulfa-(sulfa-)'";"1945";"D06BA02 | J01EB07";"D06BA - Sulfonamides | J01EB - Short-acting sulfonamides";"D06B - CHEMOTHERAPEUTICS FOR TOPICAL USE | J01E - SULFONAMIDES AND TRIMETHOPRIM";"D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"D - DERMATOLOGICALS | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Withdrawn";"Nc1ccc(S(=O)(=O)Nc2nccs2)cc1"
"CHEMBL1200359";"SULFAMETER";"AHR-857|BAY-5400|Bayrena|NSC-683528|NSC-757874|SH-613|SULFAMETER|SULFAMETHOXYDIAZINE|SULFAMETHOXYPYRIMIDINE|SULFAMETIN|SULFAMETOXYDIAZINE|SULPHAMETHOXYDIAZINE|Sulfametin|Sulfametoxydiazine|Sulla|Sulphamethoxydiazine|ULTRAX|Ultrax";"AHR-857|BAY-5400|NSC-683528|NSC-757874|SH-613";"4.0";"Bayer Healthcare Pharmaceuticals Inc";"'sulfa-'";"1967";"antimicrobials (sulfonamides derivatives)";"'sulfa-(sulfa-)'";"1966";"J01ED04";"J01ED - Long-acting sulfonamides";"J01E - SULFONAMIDES AND TRIMETHOPRIM";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Withdrawn";"COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1"
"CHEMBL1628385";"PROCAINE BENZYLPENICILLIN";"BICILLIN|CILICAINE SYRINGE|DEPOCILLIN|E707|PROCAINE BENZYLPENICILLIN";"";"4.0";"Parke Davis Div Warner Lambert Co|King Pharmaceuticals Llc|Consolidated Pharmaceutical Group Inc|Pfizer Laboratories Div Pfizer Inc|Eli Lilly And Co";"'-caine; -cillin'";"";"local anesthetics; penicillins";"'-caine(-caine); -cillin(-cillin)'";"1948";"J01CE09";"J01CE - Beta-lactamase sensitive penicillins";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"1";"0";"0";"Prescription Only";"CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1"
"CHEMBL491571";"DORIPENEM";"DORIBAX|DORIPENEM|Finibax|S-4661";"S-4661";"4.0";"Shionogi Inc";"'-penem'";"2005";"antibacterial antibiotics, carbapenem derivatives";"'-penem(-penem)'";"2007";"J01DH04";"J01DH - Carbapenems";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12"
"CHEMBL1619785";"TALAMPICILLIN";"BRL 8988|BRL-8988|TALAMPICILLIN";"BRL 8988|BRL-8988";"4.0";"";"'-cillin'";"1974";"penicillins";"'-cillin(-cillin)'";"";"J01CA15";"J01CA - Penicillins with extended spectrum";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"1";"0";"0";"0";"0";"Unknown";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21"
"CHEMBL1601";"CEFONICID";"CEFONICID|Cefonicid|MONOCEF";"";"4.0";"Glaxosmithkline";"'cef-'";"1979";"cephalosporins";"'cef-(cef-)'";"1984";"J01DC06";"J01DC - Second-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12"
"CHEMBL1730";"CEFOTAXIME";"CEFOTAXIM HIKMA|CEFOTAXIME|Cefotaxime";"";"4.0";"Fresenius Kabi Usa Llc|Cephazone Pharma Llc|Hospira Inc|Validus Pharmaceuticals Llc|Aurobindo Pharma Ltd|Wockhardt Ltd|B Braun Medical Inc|Sanofi Aventis Us Llc|Lupin Ltd|Hikma Farmaceutica Lda";"'cef-'";"1979";"cephalosporins";"'cef-(cef-)'";"1981";"J01DD01";"J01DD - Third-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1"
"CHEMBL404520";"CHLORTETRACYCLINE";"CHLOROTETRACYCLINE|CHLORTETRACYCLINE|Chlortetracycline|E702";"";"4.0";"Lederle Laboratories Div American Cyanamid Co";"'-cycline'";"";"antibiotics (tetracycline derivatives)";"'-cycline(-cycline)'";"1950";"D06AA02 | J01AA03 | S01AA02 | A01AB21";"D06AA - Tetracycline and derivatives | J01AA - Tetracyclines | S01AA - Antibiotics | A01AB - Antiinfectives and antiseptics for local oral treatment";"D06A - ANTIBIOTICS FOR TOPICAL USE | J01A - TETRACYCLINES | S01A - ANTIINFECTIVES | A01A - STOMATOLOGICAL PREPARATIONS";"D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE | J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS | A01 - STOMATOLOGICAL PREPARATIONS";"D - DERMATOLOGICALS | J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS | A - ALIMENTARY TRACT AND METABOLISM";"Antibacterial; Antiprotozoal,Antiprotozoal; Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"1";"0";"Discontinued";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12"
"CHEMBL158";"AZTREONAM";"AZONAM|AZTREON|AZTREONAM|Azactam|CAYSTON|NEBACTAM|NSC-646279|NSC-758913|PRIMBACTAM|SO 26776|SQ 26776|SQ-26776";"NSC-646279|NSC-758913|SO 26776|SQ 26776|SQ-26776";"4.0";"Fresenius Kabi Usa Llc|Bristol Myers Squibb Co|Bristol Myers Squibb|Hospira Inc|Gilead Sciences Inc|Hikma Pharmaceuticals Usa Inc";"";"1983";"";"";"1986";"J01DF01";"J01DF - Monobactams";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antimicrobial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"1";"0";"Prescription Only";"C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O"
"CHEMBL2105637";"DELAFLOXACIN";"ABT-492|DELAFLOXACIN|RX-3341|WQ-3034";"ABT-492|RX-3341|WQ-3034";"4.0";"Melinta Subsidiary Corp";"'-oxacin'";"2008";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"2017";"J01MA23";"J01MA - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-7635773-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"1";"Prescription Only";"Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F"
"CHEMBL1757";"FOSFOMYCIN";"CALCIUM FOSFOMYCIN|FOSFOCINA|FOSFOMYCIN|FOSFOMYCIN CALCIUM|FOSFOMYCIN CALCIUM HYDRATE|FOSFOMYCIN SODIUM|Fosfomycin|J01XX01|Monurol|NSC-758170|ZTI-01";"J01XX01|NSC-758170|ZTI-01";"4.0";"Xiromed Pharma Espana Sl|Cipla Ltd|Zambon Spa Italy|Alkem Laboratories Ltd";"'fos-; -mycin'";"1970";"phosphoro-derivatives; antibiotics (Streptomyces strain)";"'fos-(fos-); -mycin(-mycin)'";"1996";"J01XX01";"J01XX - Other antibacterials";"J01X - OTHER ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"C[C@@H]1O[C@@H]1P(=O)(O)O"
"CHEMBL430";"GEMIFLOXACIN";"FACTIV|GEMIFLOXACIN|Gemifloxacin";"";"4.0";"Lg Chem Ltd|Orbion Pharmaceuticals Private Ltd";"'-oxacin'";"1998";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"2003";"J01MA15";"J01MA - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Prescription Only";"CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN"
"CHEMBL826";"ENOXACIN";"AT-2266|CI-919|COMPRECIN|ENOXACIN|Flumark|NSC-629661|NSC-758416|PD 107779|PD-107779|Penetrex";"AT-2266|CI-919|NSC-629661|NSC-758416|PD 107779|PD-107779";"4.0";"Sanofi Aventis Us Llc";"'-oxacin'";"1984";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"1991";"J01MA04";"J01MA - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21"
"CHEMBL564085";"TROLEANDOMYCIN";"ACETYLOLEANDOMYCIN|NSC-108166|OLEANDOMYCIN (AS TROLEANDOMYCIN)|OLEANDOMYCIN TRIACETATE ESTER|TRIACETYLOLEANDOMYCIN|TROLEANDOMYCIN";"NSC-108166";"4.0";"Pfizer Pharmaceuticals Inc|Pfizer Laboratories Div Pfizer Inc";"'-mycin'";"1968";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"1969";"J01FA08";"J01FA - Macrolides";"J01F - MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Discontinued";"CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O"
"CHEMBL850";"SPARFLOXACIN";"AT-4140|CI-978|NSC-759641|SPARFLOXACIN|Spara|Zagam";"AT-4140|CI-978|NSC-759641";"4.0";"Mylan Pharmaceuticals Inc";"'-oxacin'";"1991";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"1996";"J01MA09";"J01MA - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Withdrawn";"C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1"
"CHEMBL403";"SULBACTAM";"CP-45899|CP-458992|NSC-759886|SULBACTAM|Sulbactam";"CP-45899|CP-458992|NSC-759886";"4.0";"Wytells Pharma Private Ltd|Mylan Laboratories Ltd|Sandoz Inc|Pharmaceutical Associates Inc|Hospira Inc|Hq Specialty Pharma Corp|Pfizer Laboratories Div Pfizer Inc|Istituto Biochimico Italiano Spa|Acs Dobfar Spa|Hikma Pharmaceuticals Usa Inc";"'-bactam'";"1980";"beta-lactamase inhibitors";"'-bactam(-bactam)'";"1986";"J01CG01";"J01CG - Beta-lactamase inhibitors";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Inhibitor (beta-lactamase); Synergist (penicillin/cephalosporin),Synergist (penicillin/cephalosporin); Inhibitor (beta-lactamase)";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O"
"CHEMBL1359";"ERTAPENEM";"ERTAPENEM|Ertapenem|Invanz";"";"4.0";"Gland Pharma Ltd|Eugia Pharma Specialities Ltd|Savior Lifetec Corp|Acs Dobfar Spa|Merck Sharp And Dohme Llc A Sub Of Merck And Co Inc";"'-penem'";"2000";"antibacterial antibiotics, carbapenem derivatives";"'-penem(-penem)'";"2001";"J01DH03";"J01DH - Carbapenems";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12"
"CHEMBL996";"CEFOXITIN";"CEFOXITIN|Cefoxitin|Cenomycin|J01DC01|Mefoxin|Mefoxitin";"J01DC01";"4.0";"Samson Medical Technologies Llc|Fresenius Kabi Usa Llc|Hospira Inc|Hikma Farmaceutica (Portugal) Sa|Merck And Co Inc|B Braun Medical Inc|Acs Dobfar Spa|Hikma Pharmaceuticals Usa Inc|Mylan Institutional Llc";"'cef-'";"1973";"cephalosporins";"'cef-(cef-)'";"1978";"J01DC01";"J01DC - Second-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"1";"Prescription Only";"CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21"
"CHEMBL561";"LOMEFLOXACIN";"LOMEFLOXACIN|Lomefloxacin|Maxaquin|OKACYN|SC-47111A";"SC-47111A";"4.0";"Pharmacia Corp";"'-oxacin'";"1988";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"1992";"J01MA07 | S01AE04";"J01MA - Fluoroquinolones | S01AE - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS | S01A - ANTIINFECTIVES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Discontinued";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21"
"CHEMBL615";"PENICILLIN V";"DISTAQUAINE V|PENICILLIN PHENOXYMETHYL|PENICILLIN V|PHENOMYCILLINE|PHENOXYMETHYLPENICILLIN|PHENOXYMETHYLPENICILLINUM|Penapar-VK|Penicillin-VK|V-Cillin|VEBECILLIN|Veetids";"";"4.0";"Glaxosmithkline|Mylan Pharmaceuticals Inc|Purepac Pharmaceutical Co|Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa|Teva Pharmaceuticals Usa Inc|Wyeth Ayerst Laboratories|Lederle Laboratories Div American Cyanamid Co|Apothecon Inc Div Bristol Myers Squibb|Eli Lilly And Co|Aurobindo Pharma Ltd";"'-cillin'";"1975";"penicillins";"'-cillin(-cillin)'";"1958";"J01CE02";"J01CE - Beta-lactamase sensitive penicillins";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL1214185";"ROXITHROMYCIN";"NSC-758443|ROXITHROMYCIN|RU 28965|RU 965|RU-28965|RU-965|RULID|Rulide";"NSC-758443|RU 28965|RU 965|RU-28965|RU-965";"4.0";"";"'-mycin'";"1986";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"";"J01FA06";"J01FA - Macrolides";"J01F - MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL1201116";"HETACILLIN";"BL-P 804|BL-P-804|BLP-804|BRL-804|HETACILLIN|HETACILLIN ACID|Hetacin|Natacillin|Versapen";"BL-P 804|BL-P-804|BLP-804|BRL-804";"4.0";"Bristol Laboratories Inc Div Bristol Myers Co";"'-cillin'";"1965";"penicillins";"'-cillin(-cillin)'";"1982";"J01CA18";"J01CA - Penicillins with extended spectrum";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"1";"0";"0";"0";"Discontinued";"CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O"
"CHEMBL1201204";"CEFPIRAMIDE";"CEFPIRAMIDE|NSC-759869|WY-44,635|WY-44635";"NSC-759869|WY-44,635|WY-44635";"4.0";"Wyeth Ayerst Laboratories";"'cef-'";"1987";"cephalosporins";"'cef-(cef-)'";"1989";"J01DD11";"J01DD - Third-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1"
"CHEMBL126";"LINEZOLID";"LINEZOLID|PNU-100766|U-100,766|U-100766|Zyvox";"U-100,766|U-100766";"4.0";"Alkem Laboratories Ltd|Hq Specialty Pharma Corp|Glenmark Pharmaceuticals Sa|Zydus Pharmaceuticals Usa Inc|Hikma Pharmaceuticals International Ltd|Rising Pharma Holdings Inc|Fresenius Kabi Usa Llc|Hospira Inc|Nang Kuang Pharmaceutical Co Ltd|Amneal Pharmaceuticals";"'-zolid'";"1997";"oxazolidinone antibacterials";"'-zolid(-zolid)'";"2000";"J01XX08";"J01XX - Other antibacterials";"J01X - OTHER ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"0";"0";"Prescription Only";"CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1"
